Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Event_id,Species,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated,dis,Cases__str,Deaths__str,Killed and disposed of__str,New outbreaks__str,Slaughtered__str,Susceptible__str,Vaccinated__str,Outbreaks,Killed_disposed,rowtype,Semester_half,AdminDiv_raw,State_Clean,Geo_cleaning_action,AdminDiv
2007,Jan-Jun 2007,Africa,Nigeria,Enugu,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,500.0,Animal,500.0,0,0.0,500.0,0.0,HPAI,500,500,0,-,0,500,0,,0.0,animal_record,Jan-Jun,Enugu,Enugu,Unchanged (already a state-level value),Enugu
2007,Jan-Jun 2007,Africa,Nigeria,Federal Capital Territory,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2007,Jan-Jun 2007,Africa,Nigeria,Federal Capital Territory,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,40.0,Animal,40.0,-,0.0,35.0,0.0,HPAI,40,35,-,-,0,40,0,,,animal_record,Jan-Jun,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2007,Jan-Jun 2007,Africa,Nigeria,Jigawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2007,Jan-Jun 2007,Africa,Nigeria,Jigawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,14057.0,Animal,50.0,0,0.0,3061.0,0.0,HPAI,50,3061,0,-,0,14057,0,,0.0,animal_record,Jan-Jun,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2007,Jan-Jun 2007,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,17,,-,,-,,,,HPAI,-,-,-,17,-,-,-,17.0,,outbreak_row_BOTH,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2007,Jan-Jun 2007,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,31197.0,Animal,2500.0,5875,0.0,7449.0,0.0,HPAI,2500,7449,5875,-,0,31197,0,,5875.0,animal_record,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2007,Jan-Jun 2007,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,32,,-,,-,,,,HPAI,-,-,-,32,-,-,-,32.0,,outbreak_row_BOTH,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2007,Jan-Jun 2007,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,85271.0,Animal,,-,0.0,4290.0,0.0,HPAI,-,4290,-,-,0,85271,0,,,animal_record,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2007,Jan-Jun 2007,Africa,Nigeria,Katsina,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,18,,-,,-,,,,HPAI,-,-,-,18,-,-,-,18.0,,outbreak_row_BOTH,Jan-Jun,Katsina,Katsina,Unchanged (already a state-level value),Katsina
2007,Jan-Jun 2007,Africa,Nigeria,Katsina,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,93438.0,Animal,,4572,0.0,6143.0,0.0,HPAI,-,6143,4572,-,0,93438,0,,4572.0,animal_record,Jan-Jun,Katsina,Katsina,Unchanged (already a state-level value),Katsina
2007,Jan-Jun 2007,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,4,,-,,-,,,,HPAI,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2007,Jan-Jun 2007,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,4244.0,Animal,,-,0.0,867.0,0.0,HPAI,-,867,-,-,0,4244,0,,,animal_record,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2007,Jan-Jun 2007,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2007,Jan-Jun 2007,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,,Animal,,-,,,,HPAI,-,-,-,-,-,-,-,,,animal_record,Jan-Jun,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2007,Jan-Jun 2007,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2007,Jan-Jun 2007,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,15000.0,Animal,8600.0,2400,0.0,8600.0,0.0,HPAI,8600,8600,2400,-,0,15000,0,,2400.0,animal_record,Jan-Jun,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2007,Jan-Jun 2007,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,10,,-,,-,,,,HPAI,-,-,-,10,-,-,-,10.0,,outbreak_row_BOTH,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2007,Jan-Jun 2007,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,12802.0,Animal,,-,0.0,1532.0,0.0,HPAI,-,1532,-,-,0,12802,0,,,animal_record,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2007,Jan-Jun 2007,Africa,Nigeria,Sokoto,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,4,,-,,-,,,,HPAI,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jan-Jun,Sokoto,Sokoto,Unchanged (already a state-level value),Sokoto
2007,Jan-Jun 2007,Africa,Nigeria,Sokoto,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,,Animal,,-,,,,HPAI,-,-,-,-,-,-,-,,,animal_record,Jan-Jun,Sokoto,Sokoto,Unchanged (already a state-level value),Sokoto
2007,Jan-Jun 2007,Africa,Nigeria,Yobe,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jan-Jun,Yobe,Yobe,Unchanged (already a state-level value),Yobe
2007,Jan-Jun 2007,Africa,Nigeria,Yobe,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,68.0,Animal,,-,0.0,1.0,0.0,HPAI,-,1,-,-,0,68,0,,,animal_record,Jan-Jun,Yobe,Yobe,Unchanged (already a state-level value),Yobe
2007,Jan-Jun 2007,Africa,Nigeria,Zamfara,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Zamfara,Zamfara,Unchanged (already a state-level value),Zamfara
2007,Jan-Jun 2007,Africa,Nigeria,Zamfara,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,,Animal,,-,,,,HPAI,-,-,-,-,-,-,-,,,animal_record,Jan-Jun,Zamfara,Zamfara,Unchanged (already a state-level value),Zamfara
2007,Jul-Dec 2007,Africa,Nigeria,Anambra,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Anambra,Anambra,Unchanged (already a state-level value),Anambra
2007,Jul-Dec 2007,Africa,Nigeria,Anambra,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1500.0,Animal,179.0,821,0.0,179.0,0.0,HPAI,179,179,821,-,0,1500,0,,821.0,animal_record,Jul-Dec,Anambra,Anambra,Unchanged (already a state-level value),Anambra
2007,Jul-Dec 2007,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2007,Jul-Dec 2007,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,,Animal,,-,,45.0,,HPAI,-,45,-,-,-,-,-,,,animal_record,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2007,Jul-Dec 2007,Africa,Nigeria,Edo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jul-Dec,Edo,Edo,Unchanged (already a state-level value),Edo
2007,Jul-Dec 2007,Africa,Nigeria,Edo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,7452.0,Animal,,-,0.0,1267.0,0.0,HPAI,-,1267,-,-,0,7452,0,,,animal_record,Jul-Dec,Edo,Edo,Unchanged (already a state-level value),Edo
2007,Jul-Dec 2007,Africa,Nigeria,Ekiti,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2007,Jul-Dec 2007,Africa,Nigeria,Ekiti,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,2400.0,Animal,,-,,1312.0,,HPAI,-,1312,-,-,-,2400,-,,,animal_record,Jul-Dec,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2007,Jul-Dec 2007,Africa,Nigeria,Gombe,Rabies virus (Inf. with),,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2007,Jul-Dec 2007,Africa,Nigeria,Gombe,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,,Animal,2.0,-,,2.0,,Rabies,2,2,-,-,-,-,-,,,animal_record,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2007,Jul-Dec 2007,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2007,Jul-Dec 2007,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,3000.0,Animal,,-,,380.0,,HPAI,-,380,-,-,-,3000,-,,,animal_record,Jul-Dec,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2007,Jul-Dec 2007,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2007,Jul-Dec 2007,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,65.0,Animal,,-,0.0,11.0,0.0,HPAI,-,11,-,-,0,65,0,,,animal_record,Jul-Dec,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2007,Jul-Dec 2007,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,21,,-,,-,,,,HPAI,-,-,-,21,-,-,-,21.0,,outbreak_row_BOTH,Jul-Dec,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2007,Jul-Dec 2007,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,69389.0,Animal,,-,0.0,15252.0,0.0,HPAI,-,15252,-,-,0,69389,0,,,animal_record,Jul-Dec,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2007,Jul-Dec 2007,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2007,Jul-Dec 2007,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,720.0,Animal,,2,0.0,718.0,0.0,HPAI,-,718,2,-,0,720,0,,2.0,animal_record,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2007,Jul-Dec 2007,Africa,Nigeria,Zamfara,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Zamfara,Zamfara,Unchanged (already a state-level value),Zamfara
2007,Jul-Dec 2007,Africa,Nigeria,Zamfara,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,3680.0,Animal,,-,,1262.0,,HPAI,-,1262,-,-,-,3680,-,,,animal_record,Jul-Dec,Zamfara,Zamfara,Unchanged (already a state-level value),Zamfara
2008,Jan-Jun 2008,Africa,Nigeria,Adamawa,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,5,,-,,-,,,,Trypanosomosis,-,-,-,5,-,-,-,5.0,,outbreak_row_BOTH,Jan-Jun,Adamawa,Adamawa,Unchanged (already a state-level value),Adamawa
2008,Jan-Jun 2008,Africa,Nigeria,Adamawa,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,1477.0,Animal,1436.0,3,18.0,7.0,0.0,Trypanosomosis,1436,7,3,-,18,1477,0,,3.0,animal_record,Jan-Jun,Adamawa,Adamawa,Unchanged (already a state-level value),Adamawa
2008,Jan-Jun 2008,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),,Both animal categories,-,,-,3,,-,,-,,,,Rabies,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2008,Jan-Jun 2008,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,4.0,Animal,16.0,1,0.0,1.0,281.0,Rabies,16,1,1,-,0,4,281,,1.0,animal_record,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2008,Jan-Jun 2008,Africa,Nigeria,Federal Capital Territory,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,2,,-,,-,,,,Trypanosomosis,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jan-Jun,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2008,Jan-Jun 2008,Africa,Nigeria,Federal Capital Territory,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,600.0,Animal,113.0,0,3.0,0.0,0.0,Trypanosomosis,113,0,0,-,3,600,0,,0.0,animal_record,Jan-Jun,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2008,Jan-Jun 2008,Africa,Nigeria,Gombe,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2008,Jan-Jun 2008,Africa,Nigeria,Gombe,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,1.0,Animal,1.0,0,0.0,1.0,,Rabies,1,1,0,-,0,1,-,,0.0,animal_record,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2008,Jan-Jun 2008,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2008,Jan-Jun 2008,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,,Animal,,6,,,,Rabies,-,-,6,-,-,-,-,,6.0,animal_record,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2008,Jan-Jun 2008,Africa,Nigeria,Kebbi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Kebbi,Kebbi,Unchanged (already a state-level value),Kebbi
2008,Jan-Jun 2008,Africa,Nigeria,Kebbi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1.0,Animal,1.0,0,0.0,0.0,0.0,HPAI,1,0,0,-,0,1,0,,0.0,animal_record,Jan-Jun,Kebbi,Kebbi,Unchanged (already a state-level value),Kebbi
2008,Jan-Jun 2008,Africa,Nigeria,Kwara,Rabies virus (Inf. with),,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jan-Jun,Kwara,Kwara,Unchanged (already a state-level value),Kwara
2008,Jan-Jun 2008,Africa,Nigeria,Kwara,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,9.0,Animal,9.0,-,0.0,,,Rabies,9,-,-,-,0,9,-,,,animal_record,Jan-Jun,Kwara,Kwara,Unchanged (already a state-level value),Kwara
2008,Jan-Jun 2008,Africa,Nigeria,Nasarawa,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2008,Jan-Jun 2008,Africa,Nigeria,Nasarawa,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,,Animal,35.0,0,,0.0,,Trypanosomosis,35,0,0,-,-,-,-,,0.0,animal_record,Jan-Jun,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2008,Jan-Jun 2008,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2008,Jan-Jun 2008,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,,Animal,15.0,0,0.0,0.0,,Trypanosomosis,15,0,0,-,0,-,-,,0.0,animal_record,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2008,Jan-Jun 2008,Africa,Nigeria,Ondo,Rabies virus (Inf. with),,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jan-Jun,Ondo,Ondo,Unchanged (already a state-level value),Ondo
2008,Jan-Jun 2008,Africa,Nigeria,Ondo,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,21.0,Animal,2.0,2,0.0,0.0,312.0,Rabies,2,0,2,-,0,21,312,,2.0,animal_record,Jan-Jun,Ondo,Ondo,Unchanged (already a state-level value),Ondo
2008,Jan-Jun 2008,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jan-Jun,Osun,Osun,Unchanged (already a state-level value),Osun
2008,Jan-Jun 2008,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,350.0,Animal,3.0,3,0.0,0.0,,Rabies,3,0,3,-,0,350,-,,3.0,animal_record,Jan-Jun,Osun,Osun,Unchanged (already a state-level value),Osun
2008,Jan-Jun 2008,Africa,Nigeria,Taraba,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Taraba,Taraba,Unchanged (already a state-level value),Taraba
2008,Jan-Jun 2008,Africa,Nigeria,Taraba,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,,Animal,4.0,1,0.0,4.0,,Rabies,4,4,1,-,0,-,-,,1.0,animal_record,Jan-Jun,Taraba,Taraba,Unchanged (already a state-level value),Taraba
2008,Jul-Dec 2008,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),,Both animal categories,-,,-,4,,-,,-,,,,Rabies,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2008,Jul-Dec 2008,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),,Domestic,-,Cattle,-,-,4.0,Animal,2.0,0,0.0,2.0,,Rabies,2,2,0,-,0,4,-,,0.0,animal_record,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2008,Jul-Dec 2008,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,,Animal,34.0,0,0.0,34.0,,Rabies,34,34,0,-,0,-,-,,0.0,animal_record,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2008,Jul-Dec 2008,Africa,Nigeria,Ekiti,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2008,Jul-Dec 2008,Africa,Nigeria,Ekiti,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,50.0,Animal,1.0,0,0.0,1.0,,Rabies,1,1,0,-,0,50,-,,0.0,animal_record,Jul-Dec,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2008,Jul-Dec 2008,Africa,Nigeria,Gombe,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2008,Jul-Dec 2008,Africa,Nigeria,Gombe,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1.0,Animal,1.0,0,0.0,0.0,0.0,HPAI,1,0,0,-,0,1,0,,0.0,animal_record,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2008,Jul-Dec 2008,Africa,Nigeria,Gombe,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2008,Jul-Dec 2008,Africa,Nigeria,Gombe,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,,Animal,10.0,0,0.0,10.0,,Rabies,10,10,0,-,0,-,-,,0.0,animal_record,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2008,Jul-Dec 2008,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2008,Jul-Dec 2008,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,1.0,Animal,1.0,0,0.0,1.0,,Rabies,1,1,0,-,0,1,-,,0.0,animal_record,Jul-Dec,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2008,Jul-Dec 2008,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2008,Jul-Dec 2008,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,4253.0,Animal,1514.0,2739,0.0,1514.0,,HPAI,1514,1514,2739,-,0,4253,-,,2739.0,animal_record,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2008,Jul-Dec 2008,Africa,Nigeria,Kano,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2008,Jul-Dec 2008,Africa,Nigeria,Kano,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,,Animal,3.0,2,0.0,1.0,,Rabies,3,1,2,-,0,-,-,,2.0,animal_record,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2008,Jul-Dec 2008,Africa,Nigeria,Katsina,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Katsina,Katsina,Unchanged (already a state-level value),Katsina
2008,Jul-Dec 2008,Africa,Nigeria,Katsina,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,110.0,Animal,31.0,79,0.0,31.0,,HPAI,31,31,79,-,0,110,-,,79.0,animal_record,Jul-Dec,Katsina,Katsina,Unchanged (already a state-level value),Katsina
2008,Jul-Dec 2008,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Osun,Osun,Unchanged (already a state-level value),Osun
2008,Jul-Dec 2008,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,25.0,Animal,1.0,0,0.0,1.0,,Rabies,1,1,0,-,0,25,-,,0.0,animal_record,Jul-Dec,Osun,Osun,Unchanged (already a state-level value),Osun
